Year,State,Continuum of Care (CoC),HUD CoC Number,"2018 CoC Award Amount
($0 indicates that an application was not submitted)",AHAR Part 1 CoC Category,Total Non-DV Beds on 2018 HIC ES+TH,Total Non-DV HMIS Beds on 2018 HIC ES+TH,2018 Bed coverage Percent on HMIS for ES-TH Combined,ES-SH Avg (Days),ES-SH Median (Days),ES-SH-TH Avg (Days),ES-SH-TH Median (Days),Total Persons Exited (SO),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total Persons Exited (ES),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total Persons Exited (TH),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total Persons Exited (SH),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total Persons Exited (PH),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total Persons Exited (SO+ES+TH+SH+PH),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total HMIS Count,Total Stayers (persons),Total Stayers increased earned income,Percent Stayers increased earned income,Total Stayers increased non-employment cash income,Percent Stayers increased non-employment cash income,Total Stayers increased total income,Percent Stayers increased total income,Total Leavers (persons),Total Leavers increased earned income,Percent Leavers increased earned income,Total Leavers increased non-employment cash income,Percent Leavers increased non-employment cash income,Total Leavers increased total income,Percent Leavers increased total income,ES-SH-TH 1st Time Homeless,ES-SH-TH-PH 1st Time Homeless,Total Persons Exiting Street Outreach (SO),Total Persons Exited SO to Temporary Destinations,Total Persons Exited SO to Permanent Destinations,Percent with Successful SO Outcome,"Total Persons Exiting ES, TH, SH, PH-RRH","Total Persons Exiting ES, TH, SH, PH-RRH to Permanent Housing","Percent with Successful  ES, TH, SH, PH-RRH Exit",Total Persons Exiting PH or Remaining in PH at end of reporting period (measure excludes PH-RRH),Total Persons Exited PH to permanent destinations or Remained in PH for 6+ mos (measure excludes PH-RRH),Percent with Successful PH Retention or Exit
2017,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",TX-700,32456552,Major Cities,2749,2704,0.983630411,45,14,83,22,3672,354,553,797,0.096405229,0.150599129,0.21704793,13304,957,152,0.158829676,264,0.275862069,377,0.393939394,911,250,0.27442371,194,0.212952799,389,0.427003293,8862,10670,4614,62,2019,0.451018639,12547,3469,0.276480434,3411,3159,0.926121372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,TX,"Bryan, College Station/Brazos Valley CoC",TX-701,285591,"Smaller Cities, Counties, and Regional CoCs",118,118,1,57,28,57,28,212,12,15,31,0.056603774,0.070754717,0.146226415,691,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,535,576,0,0,0,NA,618,165,0.266990291,0,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,UT,Salt Lake City & County CoC,UT-500,7146067,"Smaller Cities, Counties, and Regional CoCs",1458,1330,0.912208505,67,28,77,32,2567,524,792,1007,0.204129334,0.30853136,0.392286716,9081,380,28,0.073684211,78,0.205263158,103,0.271052632,161,26,0.161490683,31,0.192546584,54,0.335403727,4851,5457,1946,21,21,0.021582734,7199,1221,0.16960689,2142,2008,0.937441643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,UT,Utah Balance of State CoC,UT-503,1858855,Balance of State and Statewide CoCs,524,468,0.893129771,39,15,42,16,1744,212,308,421,0.121559633,0.176605505,0.241399083,3892,56,0,0,3,0.053571429,3,0.053571429,192,66,0.34375,20,0.104166667,81,0.421875,2747,3566,43,8,5,0.302325581,4056,1740,0.428994083,264,230,0.871212121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,UT,Provo/Mountainland CoC,UT-504,1059020,"Smaller Cities, Counties, and Regional CoCs",98,98,1,11,4,24,4,544,116,160,210,0.213235294,0.294117647,0.386029412,1272,51,4,0.078431373,23,0.450980392,25,0.490196078,93,19,0.204301075,30,0.322580645,44,0.47311828,918,1110,84,0,0,0,1248,483,0.387019231,248,214,0.862903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VA,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",VA-500,4495669,"Smaller Cities, Counties, and Regional CoCs",615,564,0.917073171,39,19,47,21,1594,189,322,416,0.118569636,0.202007528,0.26097867,3190,205,6,0.029268293,32,0.156097561,33,0.16097561,187,36,0.192513369,18,0.096256684,50,0.267379679,2028,2160,288,58,101,0.552083333,2848,1175,0.412570225,519,493,0.949903661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VA,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",VA-501,3770092,"Smaller Cities, Counties, and Regional CoCs",505,173,0.342574257,52,30,63,35,930,28,43,85,0.030107527,0.046236559,0.091397849,2028,166,14,0.084337349,77,0.463855422,87,0.524096386,175,66,0.377142857,38,0.217142857,88,0.502857143,1409,1644,248,56,67,0.495967742,1937,820,0.423335054,500,490,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VA,"Roanoke City & County, Salem CoC",VA-502,805322,"Smaller Cities, Counties, and Regional CoCs",412,402,0.975728155,37,17,39,17,382,38,81,122,0.09947644,0.212041885,0.319371728,2143,15,0,0,4,0.266666667,4,0.266666667,70,3,0.042857143,38,0.542857143,40,0.571428571,1584,1691,1068,85,456,0.506554307,2109,384,0.182076814,141,123,0.872340426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VA,Virginia Beach CoC,VA-503,1642276,Major Cities,207,206,0.995169082,59,31,113,59,549,25,50,77,0.045537341,0.091074681,0.140255009,838,108,18,0.166666667,58,0.537037037,69,0.638888889,103,31,0.300970874,49,0.475728155,68,0.660194175,538,679,170,29,48,0.452941176,827,489,0.591293833,491,463,0.942973523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VA,Charlottesville CoC,VA-504,356702,"Smaller Cities, Counties, and Regional CoCs",82,24,0.292682927,35,8,63,17,159,22,40,46,0.13836478,0.251572327,0.289308176,298,55,1,0.018181818,11,0.2,12,0.218181818,27,4,0.148148148,2,0.074074074,6,0.222222222,214,219,0,0,0,NA,280,99,0.353571429,70,60,0.857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VA,"Newport News, Hampton/Virginia Peninsula CoC",VA-505,1955738,"Smaller Cities, Counties, and Regional CoCs",295,193,0.654237288,67,27,92,32,679,37,57,73,0.0544919,0.083946981,0.107511046,1142,112,13,0.116071429,37,0.330357143,46,0.410714286,31,0,0,13,0.419354839,13,0.419354839,763,1148,59,25,10,0.593220339,1362,677,0.497063142,354,333,0.940677966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VA,Portsmouth CoC,VA-507,1168615,"Smaller Cities, Counties, and Regional CoCs",54,48,0.888888889,134,34,166,41,339,17,30,34,0.050147493,0.088495575,0.100294985,718,66,4,0.060606061,19,0.287878788,22,0.333333333,17,5,0.294117647,3,0.176470588,8,0.470588235,226,295,61,31,12,0.704918033,373,156,0.418230563,163,158,0.969325153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VA,Lynchburg CoC,VA-508,357393,"Smaller Cities, Counties, and Regional CoCs",124,124,1,41,23,44,23,308,18,36,55,0.058441558,0.116883117,0.178571429,686,25,4,0.16,16,0.64,17,0.68,16,5,0.3125,5,0.3125,9,0.5625,513,589,0,0,0,NA,662,259,0.391238671,19,16,0.842105263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VA,"Harrisburg, Winchester/Western Virginia CoC",VA-513,362880,"Smaller Cities, Counties, and Regional CoCs",239,137,0.573221757,61,41,61,41,297,11,34,42,0.037037037,0.114478114,0.141414141,407,26,2,0.076923077,9,0.346153846,10,0.384615385,8,0,0,3,0.375,3,0.375,294,446,0,0,0,NA,514,313,0.608949416,82,74,0.902439024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VA,"Fredericksburg/Spotsylvania, Stafford Counties CoC",VA-514,298606,"Smaller Cities, Counties, and Regional CoCs",126,126,1,54,44,55,45,400,47,57,77,0.1175,0.1425,0.1925,830,13,1,0.076923077,4,0.307692308,5,0.384615385,22,6,0.272727273,5,0.227272727,10,0.454545455,597,659,202,12,79,0.45049505,751,335,0.446071904,67,61,0.910447761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VA,Virginia Balance of State CoC,VA-521,928840,Balance of State and Statewide CoCs,520,270,0.519230769,41,24,41,24,1446,66,128,187,0.045643154,0.088520055,0.129322268,1587,30,0,0,6,0.2,6,0.2,169,13,0.076923077,10,0.059171598,19,0.112426036,1180,2084,15,0,4,0.266666667,2243,1298,0.578689255,61,55,0.901639344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VA,Arlington County CoC,VA-600,2611996,"Smaller Cities, Counties, and Regional CoCs",198,198,1,133,105,143,109,307,19,27,48,0.061889251,0.087947883,0.156351792,562,65,4,0.061538462,13,0.2,16,0.246153846,11,5,0.454545455,2,0.181818182,6,0.545454545,143,195,54,3,29,0.592592593,571,327,0.57267951,270,260,0.962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VA,Fairfax County CoC,VA-601,8744225,"Smaller Cities, Counties, and Regional CoCs",597,597,1,63,46,90,50,1713,191,305,440,0.111500292,0.178050204,0.256859311,3043,294,34,0.115646259,153,0.520408163,170,0.578231293,60,8,0.133333333,36,0.6,39,0.65,1901,2166,591,71,123,0.328257191,2708,1304,0.481536189,683,625,0.915080527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VA,Loudoun County CoC,VA-602,177752,"Smaller Cities, Counties, and Regional CoCs",82,82,1,58,53,77,56,517,25,43,56,0.048355899,0.083172147,0.108317215,406,23,4,0.173913043,5,0.217391304,9,0.391304348,41,9,0.219512195,5,0.12195122,12,0.292682927,359,422,26,3,4,0.269230769,535,305,0.570093458,25,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VA,Alexandria CoC,VA-603,826462,"Smaller Cities, Counties, and Regional CoCs",192,192,1,87,58,118,68,353,29,41,54,0.082152975,0.116147309,0.152974504,752,34,3,0.088235294,11,0.323529412,13,0.382352941,13,0,0,2,0.153846154,2,0.153846154,436,451,22,8,1,0.409090909,588,220,0.37414966,55,50,0.909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VA,Prince William County CoC,VA-604,552650,"Smaller Cities, Counties, and Regional CoCs",320,320,1,41,31,97,39,680,47,85,143,0.069117647,0.125,0.210294118,1434,15,1,0.066666667,7,0.466666667,8,0.533333333,38,14,0.368421053,7,0.184210526,17,0.447368421,967,1103,15,0,0,0,1281,661,0.516003123,39,36,0.923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VI,Virgin Islands CoC,VI-500,108794,Balance of State and Statewide CoCs,100,87,0.87,172,75,220,104,43,4,6,9,0.093023256,0.139534884,0.209302326,184,10,0,0,0,0,0,0,61,0,0,7,0.114754098,7,0.114754098,100,114,0,0,0,NA,131,57,0.435114504,77,70,0.909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VT,Vermont Balance of State CoC,VT-500,3364072,Balance of State and Statewide CoCs,557,449,0.806104129,83,53,208,64,959,58,101,137,0.060479666,0.10531804,0.142857143,1851,204,16,0.078431373,65,0.318627451,76,0.37254902,89,7,0.078651685,25,0.280898876,30,0.337078652,1266,2186,276,65,121,0.673913043,2469,1494,0.605103281,276,262,0.949275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VT,Burlington/Chittenden County CoC,VT-501,1140058,"Smaller Cities, Counties, and Regional CoCs",252,23,0.091269841,89,59,96,62,170,9,18,35,0.052941176,0.105882353,0.205882353,546,34,2,0.058823529,9,0.264705882,11,0.323529412,38,1,0.026315789,8,0.210526316,8,0.210526316,389,609,54,5,18,0.425925926,676,328,0.485207101,121,108,0.892561983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,WA,Seattle/King County CoC,WA-500,34134466,Major Cities,5771,4474,0.775255588,90,39,145,58,4741,289,451,675,0.060957604,0.09512761,0.142375026,16557,1658,53,0.031966224,389,0.234620024,425,0.256332931,969,158,0.163054696,211,0.217750258,350,0.36119711,9961,12335,963,154,144,0.309449637,13026,4153,0.318823891,6380,6020,0.943573668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,WA,Washington Balance of State CoC,WA-501,6904013,Balance of State and Statewide CoCs,4105,2971,0.723751523,48,25,103,35,6310,344,526,732,0.05451664,0.083359746,0.116006339,11740,479,21,0.043841336,123,0.256784969,138,0.288100209,412,98,0.237864078,87,0.211165049,177,0.42961165,8437,13372,1654,292,191,0.292019347,13978,6654,0.476033767,2068,1897,0.917311412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,WA,Spokane City & County CoC,WA-502,3675649,"Smaller Cities, Counties, and Regional CoCs",1013,598,0.590325765,39,18,68,31,2213,103,195,323,0.046543154,0.08811568,0.145955716,3155,104,2,0.019230769,39,0.375,41,0.394230769,686,83,0.120991254,76,0.110787172,148,0.21574344,2316,4332,305,44,127,0.560655738,4699,2478,0.527346244,690,646,0.936231884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,WA,"Tacoma, Lakewood/Pierce County CoC",WA-503,3221135,"Smaller Cities, Counties, and Regional CoCs",824,814,0.987864078,83,40,113,48,2228,124,204,301,0.055655296,0.091561939,0.135098743,4058,298,13,0.043624161,113,0.379194631,122,0.409395973,241,38,0.157676349,40,0.165975104,75,0.31120332,2540,3704,653,36,29,0.099540582,4447,1772,0.398470879,1258,1160,0.922098569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,WA,Everett/Snohomish County CoC,WA-504,7823734,"Smaller Cities, Counties, and Regional CoCs",513,489,0.953216374,103,49,116,55,1730,78,103,146,0.045086705,0.059537572,0.084393064,2069,444,30,0.067567568,158,0.355855856,176,0.396396396,124,24,0.193548387,33,0.266129032,57,0.459677419,1308,2069,289,77,88,0.570934256,1790,753,0.420670391,1826,1655,0.906352683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,WA,Vancouver/Clark County CoC,WA-508,1931121,"Smaller Cities, Counties, and Regional CoCs",426,418,0.981220657,51,23,110,45,602,63,104,135,0.104651163,0.172757475,0.224252492,1626,49,3,0.06122449,8,0.163265306,11,0.224489796,25,1,0.04,3,0.12,4,0.16,1054,1241,142,40,33,0.514084507,1601,685,0.427857589,361,335,0.927977839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,WI,Wisconsin Balance of State CoC,WI-500,8739231,Balance of State and Statewide CoCs,2486,2143,0.862027353,48,28,87,36,6051,669,999,1420,0.110560238,0.165096678,0.234671955,11285,272,33,0.121323529,41,0.150735294,64,0.235294118,471,136,0.288747346,66,0.140127389,190,0.403397028,7282,8210,659,55,360,0.629742033,10232,5192,0.507427678,797,755,0.947302384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,WI,Milwaukee City & County CoC,WI-501,10281986,Major Cities,1022,1007,0.985322896,48,21,60,24,2012,328,455,600,0.163021869,0.226143141,0.298210736,5361,804,33,0.041044776,339,0.421641791,350,0.435323383,508,63,0.124015748,123,0.242125984,166,0.326771654,3415,3660,1286,87,218,0.237169518,2946,1554,0.527494908,1774,1711,0.964487035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,WI,Racine City & County CoC,WI-502,828832,"Smaller Cities, Counties, and Regional CoCs",196,196,1,58,29,75,37,368,27,39,57,0.073369565,0.105978261,0.154891304,832,42,0,0,20,0.476190476,20,0.476190476,20,2,0.1,4,0.2,6,0.3,604,640,128,55,20,0.5859375,674,318,0.471810089,86,84,0.976744186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,WI,Madison/Dane County CoC,WI-503,3129707,"Smaller Cities, Counties, and Regional CoCs",493,443,0.898580122,39,18,65,22,945,112,147,209,0.118518519,0.155555556,0.221164021,2938,199,6,0.030150754,65,0.326633166,65,0.326633166,91,15,0.164835165,21,0.230769231,34,0.373626374,1797,1973,433,108,180,0.665127021,2129,685,0.321747299,1155,1070,0.926406926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,WV,"Wheeling, Weirton Area CoC",WV-500,403829,"Smaller Cities, Counties, and Regional CoCs",75,59,0.786666667,62,31,79,34,268,58,80,98,0.21641791,0.298507463,0.365671642,318,11,0,0,5,0.454545455,5,0.454545455,28,6,0.214285714,4,0.142857143,10,0.357142857,228,264,51,10,21,0.607843137,296,133,0.449324324,27,25,0.925925926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,WV,"Huntington/Cabell, Wayne Counties CoC",WV-501,2366017,"Smaller Cities, Counties, and Regional CoCs",241,228,0.946058091,41,23,53,25,845,97,134,173,0.114792899,0.158579882,0.204733728,1353,129,7,0.054263566,33,0.255813953,39,0.302325581,172,16,0.093023256,20,0.11627907,34,0.197674419,966,1032,271,56,79,0.498154982,1231,468,0.380178716,556,540,0.971223022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,WV,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",WV-503,1135690,"Smaller Cities, Counties, and Regional CoCs",330,176,0.533333333,65,35,74,42,814,144,200,252,0.176904177,0.245700246,0.30958231,938,86,4,0.046511628,27,0.313953488,28,0.325581395,48,14,0.291666667,12,0.25,24,0.5,654,658,30,1,22,0.766666667,801,603,0.752808989,132,126,0.954545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,WV,West Virginia Balance of State CoC,WV-508,4210305,Balance of State and Statewide CoCs,688,590,0.85755814,49,24,61,28,1845,210,308,424,0.113821138,0.166937669,0.229810298,2754,128,13,0.1015625,15,0.1171875,25,0.1953125,194,29,0.149484536,21,0.108247423,49,0.25257732,1890,2505,361,121,128,0.689750693,2925,1324,0.452649573,308,271,0.87987013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,WY,Wyoming Statewide CoC,WY-500,264399,Balance of State and Statewide CoCs,637,503,0.789638932,46,28,69,30,585,112,169,219,0.191452991,0.288888889,0.374358974,2695,11,0,0,1,0.090909091,1,0.090909091,69,7,0.101449275,4,0.057971014,11,0.15942029,1894,2218,165,24,95,0.721212121,2634,925,0.351176917,61,58,0.950819672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,OH,"Akron, Barberton/Summit County CoC",OH-506,4711705,"Smaller Cities, Counties, and Regional CoCs",531,519,0.97740113,37,14,59,18,1038,90,134,196,0.086705202,0.129094412,0.188824663,3319,220,11,0.05,46,0.209090909,53,0.240909091,208,51,0.245192308,23,0.110576923,70,0.336538462,2223,2400,211,52,44,0.454976303,2955,816,0.276142132,602,562,0.933554817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,OH,Ohio Balance of State CoC,OH-507,16189733,Balance of State and Statewide CoCs,2598,2192,0.843725943,39,27,67,34,10919,824,1285,1909,0.075464786,0.11768477,0.17483286,12165,1160,63,0.054310345,235,0.202586207,279,0.240517241,264,28,0.106060606,28,0.106060606,38,0.143939394,8777,12662,206,43,57,0.485436893,13547,9953,0.73470141,3577,3419,0.955828907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,OH,"Canton, Massillon, Alliance/Stark County CoC",OH-508,2696040,"Smaller Cities, Counties, and Regional CoCs",283,283,1,81,49,131,63,436,24,41,57,0.055045872,0.094036697,0.130733945,1229,358,15,0.041899441,79,0.220670391,91,0.254189944,225,22,0.097777778,22,0.097777778,43,0.191111111,808,968,48,3,23,0.541666667,959,587,0.612095933,579,539,0.930915371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,OK,North Central Oklahoma CoC,OK-500,286706,"Smaller Cities, Counties, and Regional CoCs",118,74,0.627118644,26,15,46,18,235,21,34,44,0.089361702,0.144680851,0.187234043,627,4,1,0.25,0,0,1,0.25,41,15,0.365853659,4,0.097560976,18,0.43902439,495,554,0,0,0,NA,565,238,0.421238938,9,6,0.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,OK,Tulsa City & County CoC,OK-501,2794032,Major Cities,684,656,0.959064327,79,12,84,13,197,29,41,59,0.147208122,0.208121827,0.299492386,5573,226,4,0.017699115,36,0.159292035,40,0.17699115,123,15,0.12195122,33,0.268292683,45,0.365853659,3498,3519,411,30,16,0.111922141,839,196,0.233611442,335,300,0.895522388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,OK,Oklahoma City CoC,OK-502,3230712,Major Cities,1229,1071,0.871440195,88,24,99,27,281,9,18,32,0.03202847,0.06405694,0.113879004,4260,260,7,0.026923077,16,0.061538462,23,0.088461538,137,31,0.226277372,18,0.131386861,46,0.335766423,3307,3411,25,1,2,0.12,3359,380,0.113128907,693,623,0.898989899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,OK,Oklahoma Balance of State CoC,OK-503,578363,Balance of State and Statewide CoCs,97,33,0.340206186,27,11,115,50,56,0,0,0,0,0,0,141,41,0,0,1,0.024390244,1,0.024390244,13,0,0,2,0.153846154,2,0.153846154,100,130,113,1,109,0.973451327,119,79,0.663865546,65,57,0.876923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,OK,Norman/Cleveland County CoC,OK-504,408358,"Smaller Cities, Counties, and Regional CoCs",53,40,0.754716981,19,7,24,7,75,0,0,4,0,0,0.053333333,603,30,0,0,2,0.066666667,2,0.066666667,12,0,0,2,0.166666667,2,0.166666667,478,543,0,0,0,NA,52,46,0.884615385,107,97,0.906542056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,OK,Northeast Oklahoma CoC,OK-505,364564,"Smaller Cities, Counties, and Regional CoCs",322,130,0.403726708,51,12,98,42,269,17,28,40,0.063197026,0.104089219,0.148698885,388,16,1,0.0625,2,0.125,3,0.1875,143,48,0.335664336,5,0.034965035,53,0.370629371,280,303,0,0,0,NA,411,234,0.569343066,68,48,0.705882353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,OK,Southwest Oklahoma Regional CoC,OK-506,108098,"Smaller Cities, Counties, and Regional CoCs",215,118,0.548837209,445,77,445,77,179,16,19,23,0.089385475,0.106145251,0.12849162,249,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,229,278,7,0,2,0.285714286,247,90,0.36437247,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,OK,Southeastern Oklahoma Regional CoC,OK-507,120983,"Smaller Cities, Counties, and Regional CoCs",258,40,0.15503876,25,3,25,3,851,55,72,110,0.064629847,0.084606345,0.129259694,918,6,2,0.333333333,0,0,2,0.333333333,13,1,0.076923077,0,0,1,0.076923077,835,1396,18,0,0,0,1514,1013,0.669088507,60,52,0.866666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,OR,"Eugene, Springfield/Lane County CoC",OR-500,3377840,"Smaller Cities, Counties, and Regional CoCs",566,566,1,56,10,69,12,788,82,108,139,0.104060914,0.137055838,0.176395939,3803,197,11,0.055837563,37,0.187817259,47,0.23857868,124,16,0.129032258,30,0.241935484,42,0.338709677,2574,2887,280,0,9,0.032142857,3613,650,0.179905895,592,538,0.908783784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,OR,"Portland, Gresham/Multnomah County CoC",OR-501,21649478,Major Cities,1718,1501,0.873690338,47,17,88,30,1600,137,264,462,0.085625,0.165,0.28875,8237,1170,45,0.038461538,211,0.18034188,251,0.214529915,836,182,0.217703349,140,0.167464115,306,0.366028708,5859,8070,133,7,101,0.812030075,9186,3775,0.410951448,3982,3785,0.950527373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,OR,"Medford, Ashland/Jackson County CoC",OR-502,265111,"Smaller Cities, Counties, and Regional CoCs",258,135,0.523255814,57,34,176,107,491,15,37,57,0.030549898,0.075356415,0.116089613,351,28,0,0,0,0,0,0,75,6,0.08,8,0.106666667,14,0.186666667,199,693,190,0,0,0,623,484,0.776886035,327,277,0.847094801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,OR,Central Oregon CoC,OR-503,597510,"Smaller Cities, Counties, and Regional CoCs",243,153,0.62962963,38,21,43,21,587,71,93,122,0.120954003,0.158432709,0.207836457,1219,19,1,0.052631579,1,0.052631579,1,0.052631579,39,10,0.256410256,6,0.153846154,14,0.358974359,927,983,4,0,3,0.75,1192,377,0.316275168,17,15,0.882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,OR,Oregon Balance of State CoC,OR-505,3134740,Balance of State and Statewide CoCs,2202,585,0.265667575,21,2,53,3,1713,34,70,105,0.019848219,0.040863981,0.061295972,3566,177,6,0.033898305,13,0.073446328,18,0.101694915,351,44,0.125356125,43,0.122507123,80,0.227920228,2981,5337,206,54,24,0.378640777,4583,1938,0.422867118,749,655,0.874499332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,OR,"Hillsboro, Beaverton/Washington County CoC",OR-506,3367261,"Smaller Cities, Counties, and Regional CoCs",210,204,0.971428571,55,42,109,50,661,31,45,75,0.046898638,0.068078669,0.113464448,840,216,13,0.060185185,75,0.347222222,82,0.37962963,126,26,0.206349206,39,0.30952381,60,0.476190476,596,705,377,16,28,0.116710875,693,372,0.536796537,253,214,0.845849802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,OR,Clackamas County CoC,OR-507,2294569,"Smaller Cities, Counties, and Regional CoCs",97,97,1,16,7,87,13,185,1,1,5,0.005405405,0.005405405,0.027027027,591,102,7,0.068627451,18,0.176470588,25,0.245098039,86,13,0.151162791,18,0.209302326,28,0.325581395,416,524,0,0,0,NA,520,126,0.242307692,317,305,0.96214511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
